player_id,first_name,last_name,position,bats,throws,dob,height,weight,batting_average,earned_run_average,wins_above_replacement,on_base_percentage,fielding_percentage,slugging_percentage,location_lat,location_long
216,Abram,Hutchinson,1,right,right,7/5/1999,80,219,0.345,3.55,7.1,0.361,0.989,0.429,30.28138213,-97.2744914
217,Jefferson,Mejia,1,left,right,5/31/1996,76,142,0.281,4.38,3.3,0.397,0.979,0.422,30.3997136,-97.54256116
218,Justice,Gutierrez,1,switch,right,8/19/2002,67,241,0.3,2.82,3.4,0.353,0.985,0.402,30.53753481,-97.59482018
219,Jamal,Blankenship,2,left,left,2/13/2002,69,182,0.285,,7.6,0.316,0.975,0.459,30.30693765,-97.71769557
220,Ramon,Benitez,1,switch,left,3/15/1998,70,144,0.334,4.35,9.4,0.312,0.993,0.553,30.45569098,-97.25727152
221,Ernesto,Booker,1,left,left,4/18/1995,76,181,0.21,4.44,0.1,0.335,0.951,0.421,30.62645852,-97.54006587
222,Gethin,Byrd,2,left,left,9/12/2002,71,215,0.286,,1.1,0.339,0.998,0.355,30.47487031,-97.28914783
223,Wilson,Duran,6,switch,left,11/9/1997,74,168,0.271,,3.8,0.329,0.954,0.417,30.44616661,-97.47497993
224,Mauricio,Bradshaw,1,switch,left,1/20/2003,70,154,0.211,3.56,4.3,0.381,0.953,0.429,30.67528029,-97.55918827
225,Andres,Riley,7,left,right,10/12/1995,68,172,0.347,,7.5,0.371,0.983,0.54,30.57680811,-97.54059793
226,Gauge,Forbes,1,left,right,11/30/1996,70,200,0.34,4.71,6.5,0.336,0.958,0.562,30.35922992,-97.32395515
227,Colten,Fletcher,1,switch,left,4/6/1997,66,153,0.301,2.04,0.5,0.344,0.984,0.552,30.71572076,-97.31447301
228,Alex,Douglas,5,left,left,1/27/2001,70,237,0.218,,9.2,0.305,0.97,0.496,30.482402,-97.24619396
229,Travis,Berry,1,left,left,10/21/2000,69,174,0.317,2.64,0.6,0.366,0.957,0.516,30.64852616,-97.69994254
230,Adil,Hooper,9,switch,right,4/6/1999,67,213,0.293,,9.7,0.379,0.981,0.487,30.7561854,-97.45821165
231,Bridger,Atkinson,1,right,left,6/19/1995,78,205,0.308,4.28,7.1,0.324,0.976,0.436,30.43026234,-97.71861007
232,Jude,Bowen,1,switch,left,12/1/1999,69,247,0.339,4.8,4.9,0.311,1,0.496,30.5196423,-97.30401013
233,first_name,Allison,9,switch,right,2/28/1998,73,144,0.257,,2.8,0.316,0.964,0.439,30.42391147,-97.4399382
234,Anthony,Moses,2,right,right,10/15/2003,79,179,0.264,,7.8,0.366,0.958,0.527,30.48611496,-97.26911619
235,Musa,Ross,6,right,right,3/10/2003,78,140,0.341,,2.6,0.312,0.999,0.554,30.57207233,-97.59607345
236,Zayden,Rowe,1,left,left,12/8/2000,67,168,0.339,2.34,4.6,0.362,0.959,0.54,30.30521851,-97.63288134
237,Douglas,Davies,7,switch,left,3/13/1995,80,233,0.324,,0.3,0.359,0.993,0.511,30.62759528,-97.54437515
238,Rhys,Ballard,7,switch,left,7/16/2000,67,149,0.337,,8.2,0.341,0.995,0.588,30.28399125,-97.488195
239,Leo,Fletcher,2,right,left,1/30/1995,67,230,0.342,,6.8,0.34,0.959,0.549,30.45747484,-97.70847253
240,Calvin,Gentry,2,left,left,10/10/1996,78,151,0.309,,9.9,0.396,0.99,0.376,30.3297663,-97.35046539
241,Ariel,Dawson,3,left,right,1/15/1996,77,238,0.228,,0.9,0.347,0.997,0.498,30.31817813,-97.28184102
242,Salvatore,Hays,7,switch,left,9/15/1999,74,224,0.205,,7.7,0.377,0.988,0.531,30.42936457,-97.27572499
243,Jacob,Barry,1,right,right,6/15/2003,70,248,0.295,4.01,5.1,0.356,0.998,0.511,30.45787113,-97.38934098
244,Troy,Washington,7,right,left,1/25/2002,78,248,0.262,,2.1,0.36,0.985,0.465,30.63312479,-97.54884758
245,Lucas,Gentry,1,left,right,11/6/2000,76,230,0.288,4.25,4.2,0.384,0.967,0.466,30.62748951,-97.48956012
246,Luis,Greene,1,left,right,7/5/1997,79,219,0.32,2.81,3.3,0.31,0.97,0.486,30.63881629,-97.29372611
247,Aarav,Kelley,1,left,left,11/28/1996,70,163,0.314,4.04,5.4,0.338,0.985,0.455,30.59797959,-97.49705293
248,Hugo,Vincent,2,switch,left,4/30/1999,68,209,0.276,,7.9,0.323,0.968,0.591,30.71355426,-97.29844529
249,Aron,Hodge,9,left,left,7/22/1997,71,197,0.251,,7,0.361,0.983,0.508,30.57789901,-97.41832976
250,Harold,Fowler,9,switch,left,11/24/2000,76,162,0.298,,6.5,0.355,0.956,0.584,30.48710107,-97.60891707
251,Bryant,Carpenter,1,left,left,11/20/1997,79,178,0.337,4.54,3.9,0.3,0.979,0.491,30.37032522,-97.37709849
252,Jon,Ward,1,switch,left,8/2/2002,80,229,0.217,3.93,0.5,0.336,0.987,0.588,30.56636584,-97.72321903
253,Octavio,Robles,1,right,right,11/29/2000,72,242,0.201,2.63,0.1,0.382,0.959,0.462,30.64270548,-97.53963927
254,Jefferson,Barry,9,left,left,1/14/1998,65,215,0.317,,7.7,0.392,0.993,0.385,30.41347943,-97.67194477
255,Alex,Riley,4,right,right,6/13/1999,77,193,0.332,,8.8,0.355,0.964,0.583,30.53019475,-97.47912226
256,Adam,Evans,9,switch,right,5/8/1996,78,143,0.237,,3.7,0.354,0.956,0.404,30.59827441,-97.70125789
257,Alec,Sweeney,6,switch,left,12/10/1996,69,183,0.286,,1.7,0.384,0.979,0.553,30.34354659,-97.43922233
258,Eric,Berry,1,right,left,11/7/1997,74,182,0.245,3.82,1.4,0.394,0.979,0.572,30.75601877,-97.28668171
259,Konner,Newton,1,right,right,7/18/2001,65,161,0.32,4.95,8.1,0.323,0.962,0.395,30.34244812,-97.45019709
260,Houston,Richardson,3,switch,right,10/24/1995,75,245,0.241,,5.7,0.321,0.997,0.524,30.70485705,-97.36059859
261,Harrison,Hester,9,right,right,8/18/2001,76,234,0.341,,3.7,0.321,0.962,0.436,30.39802759,-97.57146108
262,John,Hardin,1,right,right,11/2/1998,77,158,0.219,3.82,1.6,0.375,0.96,0.488,30.57894099,-97.7159025
263,Valentin,Vang,1,right,left,2/16/2002,78,235,0.241,4.41,6.2,0.399,0.953,0.426,30.3272849,-97.40393646
264,Kian,Cantrell,3,right,right,10/30/2001,66,170,0.342,,9.4,0.32,0.969,0.439,30.73002362,-97.41468912
265,Joey,Fry,1,switch,left,7/3/2002,69,187,0.316,2.1,7.6,0.362,0.975,0.49,30.39880741,-97.68168599
266,Dario,Kidd,2,switch,left,7/1/2000,65,230,0.296,,6.9,0.349,0.983,0.503,30.70514106,-97.68831966
267,Todd,Ballard,1,left,right,8/29/1997,70,240,0.237,3.7,1.6,0.396,0.956,0.352,30.74464231,-97.2666277
268,Matthew,Griffin,1,right,left,7/10/1999,70,182,0.339,3.92,3.9,0.302,0.96,0.375,30.73520206,-97.68745988
269,Antony,Hurst,1,right,left,12/31/2003,74,199,0.293,4.93,3.7,0.33,0.993,0.567,30.28781222,-97.62995379
270,Jules,Chung,5,switch,right,10/1/1999,69,223,0.219,,8.1,0.333,0.996,0.54,30.35889068,-97.52291095
271,Kian,Gibson,9,right,left,11/20/1996,65,223,0.328,,0.9,0.346,0.959,0.482,30.64319715,-97.28766459
272,Todd,Garrett,3,switch,right,9/7/1997,71,155,0.236,,2.9,0.351,0.996,0.567,30.59284969,-97.34071516
273,Larry,Hurst,2,right,left,4/25/2000,74,184,0.294,,6.4,0.386,0.982,0.479,30.5219079,-97.53911633
274,Aiden,Raymond,7,left,left,7/2/1996,74,248,0.345,,1.3,0.337,0.991,0.403,30.43864718,-97.58484507
275,Zachery,Davies,1,right,left,2/13/2004,70,236,0.337,4.42,0.1,0.397,0.959,0.427,30.40959309,-97.54957682
276,John,Fry,3,switch,left,6/29/1998,68,151,0.345,,1,0.348,0.997,0.357,30.57505268,-97.49627667
277,Henry,Reid,3,left,left,10/12/1997,76,200,0.239,,8.4,0.375,0.973,0.552,30.28147008,-97.38396593
278,Claude,Davis,1,left,left,7/23/1999,71,233,0.214,3.81,2.6,0.373,0.964,0.527,30.66551278,-97.41447724
279,Gethin,Christian,9,right,right,6/5/2001,77,156,0.342,,4.3,0.364,0.993,0.445,30.36530247,-97.55233245
280,Mack,Davies,1,right,left,4/16/1996,75,179,0.335,4.47,6.4,0.389,0.982,0.549,30.65716771,-97.34722536
281,Rylee,Grant,4,switch,left,5/9/2000,66,186,0.28,,3.7,0.365,0.951,0.566,30.32701414,-97.61092494
282,Kian,Blankenship,1,right,left,4/8/1997,69,206,0.337,4.65,4.5,0.351,0.963,0.58,30.46368417,-97.4177712
283,Casey,Mcdaniel,2,switch,left,4/26/2001,72,186,0.27,,3.8,0.353,0.997,0.36,30.45037121,-97.51546113
284,Houston,Torres,8,left,right,3/10/2003,77,180,0.313,,1.4,0.345,0.998,0.397,30.67378853,-97.31582528
285,Kelly,Lin,1,left,right,9/4/2000,73,201,0.345,4.99,0.6,0.398,0.976,0.359,30.32364885,-97.48768809
286,Jefferson,Mcclain,1,switch,left,5/31/2001,71,243,0.335,2.31,3.9,0.395,0.99,0.485,30.53097641,-97.4744857
287,Harrison,Stevens,1,right,right,9/23/1998,72,148,0.274,4.77,9.5,0.369,0.952,0.504,30.46471898,-97.69015351
288,Jake,Decker,2,left,right,8/11/2000,75,186,0.202,,9.1,0.329,0.983,0.527,30.38388215,-97.68677216
289,Nicholas,Ellison,1,right,right,2/16/1999,79,239,0.275,2.61,1,0.365,0.963,0.43,30.33450302,-97.64054046
290,Aoife,Rosario,4,switch,left,10/31/1999,73,238,0.309,,8.1,0.313,0.977,0.422,30.38175792,-97.45185427
291,Jude,Dominguez,7,right,left,12/14/1996,72,228,0.322,,8.9,0.356,0.993,0.435,30.54756296,-97.3398629
292,Rylee,Ross,2,switch,right,6/28/2003,77,238,0.309,,2.7,0.367,0.961,0.536,30.56926315,-97.39612953
293,Matt,Wade,7,left,right,11/27/2001,65,169,0.307,,7.1,0.311,0.979,0.355,30.69190354,-97.56635977
294,Troy,Barry,5,switch,left,6/2/2000,73,181,0.257,,9.3,0.334,0.963,0.454,30.42922054,-97.56709988
295,Tom,Phillips,5,switch,right,9/6/1995,71,190,0.244,,3,0.316,0.989,0.562,30.57644842,-97.68256957
296,Alfred,Acevedo,2,left,left,8/26/1999,70,194,0.308,,7.2,0.357,0.982,0.584,30.68513776,-97.41724023
297,Kolton,Ward,2,left,left,9/1/2001,68,231,0.219,,2.7,0.319,0.976,0.358,30.57279027,-97.62591273
298,Zayden,Glover,1,switch,left,4/20/1999,73,245,0.323,2.37,0.1,0.374,0.958,0.465,30.38693675,-97.58771082
299,Ariel,Allison,1,switch,left,2/10/2002,76,233,0.323,3.6,1.8,0.392,0.993,0.521,30.53004273,-97.54861452
300,Gavin,Escobar,1,right,left,7/24/2003,65,246,0.231,4.6,2.5,0.357,0.966,0.387,30.67518205,-97.32797727
301,Jared,Cochran,1,left,left,9/23/1998,72,166,0.325,4.98,4.7,0.321,0.971,0.408,30.62892779,-97.59013451
302,Kye,Garrett,8,left,left,2/15/1997,73,168,0.312,,9.2,0.366,0.97,0.538,30.47054303,-97.62337269
303,Blaine,Estrada,5,switch,right,3/15/1999,67,226,0.249,,4.7,0.396,0.994,0.417,30.70523917,-97.60692464
304,Declan,Carpenter,1,right,left,8/21/2002,78,164,0.306,4.1,4,0.332,0.974,0.457,30.44999948,-97.61854919
305,Harrison,Barry,1,right,right,4/17/1995,68,143,0.231,4.06,6.8,0.327,0.961,0.429,30.74147147,-97.34098349
306,Casey,Hull,1,switch,left,9/1/1995,73,235,0.325,3.17,0.1,0.338,0.986,0.488,30.33059504,-97.39188138
307,Jerimiah,Bright,1,right,right,11/29/1999,72,155,0.279,3.11,3.2,0.317,0.973,0.372,30.74080553,-97.35470709
308,Joaquin,Mckenzie,1,left,left,1/14/1996,67,179,0.306,4.86,2.9,0.392,0.965,0.593,30.52380179,-97.49676402
309,Harris,Richardson,1,right,left,2/10/2000,66,152,0.279,4.89,0.9,0.37,0.988,0.377,30.49900688,-97.46171286
310,Muhammad,Becker,2,right,left,8/17/2002,70,148,0.328,,1.6,0.338,0.956,0.439,30.63861327,-97.25858005
311,Jared,Spears,9,switch,right,11/23/2000,74,240,0.295,,6.7,0.352,0.967,0.527,30.54076691,-97.3546943
312,Ricky,Byrd,9,left,right,7/29/2002,71,150,0.224,,8,0.384,0.972,0.48,30.58248764,-97.50169355
313,Madden,Schaefer,5,right,left,2/1/2002,66,163,0.319,,8.1,0.346,0.952,0.49,30.53960733,-97.30992939
314,Blaine,Foley,8,right,right,12/9/2001,65,145,0.207,,9.1,0.324,0.975,0.463,30.69918144,-97.39776325
315,Enzo,Atkinson,3,left,left,11/3/2002,69,231,0.223,,2.9,0.365,0.965,0.535,30.42929933,-97.61617323
316,Zayden,Hurley,1,left,right,12/3/2000,69,160,0.333,3.21,6.3,0.369,0.979,0.592,30.44222708,-97.56628656
317,Louis,Hull,2,left,left,12/20/2003,72,143,0.235,,8,0.393,0.978,0.526,30.50911472,-97.4528579
318,Aoife,Hammond,1,left,left,5/17/2000,77,246,0.206,4.52,8.7,0.349,0.986,0.497,30.52220932,-97.43950969
319,Houston,Singleton,7,right,left,3/20/1996,66,178,0.331,,0.2,0.364,0.957,0.429,30.57952553,-97.59938229
320,Frances,Wang,1,switch,right,12/31/1999,76,227,0.315,4.8,4.2,0.397,0.975,0.498,30.6319987,-97.64395162
321,Aarav,Spears,7,switch,left,7/6/1997,66,236,0.32,,1.2,0.303,0.992,0.382,30.66957023,-97.64158647
322,Frazer,Franklin,1,left,right,4/1/2002,73,222,0.343,4.79,9.2,0.358,0.979,0.499,30.35743329,-97.39929939
323,Casey,Sweeney,1,switch,right,4/27/2001,69,181,0.237,4.59,4.2,0.302,0.996,0.6,30.42762622,-97.33888805
324,Renee,Carney,9,left,left,2/25/1999,77,184,0.207,,8.7,0.335,0.963,0.448,30.51866115,-97.35703441
325,Charlie,Curry,3,switch,right,8/20/1997,78,212,0.295,,9.4,0.358,0.983,0.424,30.66965664,-97.62683029
326,Nicholas,Vargas,1,right,left,2/20/2001,74,180,0.244,4.97,6.3,0.341,0.965,0.519,30.43234531,-97.64653482
327,Sam,Ellison,2,switch,right,7/24/2002,80,248,0.314,,6.4,0.324,0.962,0.532,30.36362807,-97.33347233
328,Theo,Chang,1,right,left,7/20/1995,77,194,0.343,3.4,4.8,0.339,0.954,0.371,30.62793864,-97.48936581
329,Erik,Hutchinson,6,switch,right,9/18/2001,71,163,0.251,,2.5,0.363,0.977,0.374,30.44412798,-97.47657935
330,Mauricio,Curry,9,right,left,2/1/1998,73,204,0.284,,6.6,0.322,0.958,0.39,30.42562437,-97.29896471
331,Jefferson,Watts,3,switch,left,3/4/1996,79,248,0.209,,0.2,0.322,0.981,0.433,30.7413759,-97.62676239
332,Octavio,Berry,2,switch,right,6/28/2003,78,224,0.266,,0,0.37,0.997,0.555,30.40702473,-97.35570444
333,Kira,Durham,9,left,left,6/30/2002,72,222,0.246,,1.8,0.378,0.961,0.384,30.44630847,-97.57645876
334,Edgar,Spears,1,right,right,11/5/1997,74,152,0.23,4.95,5,0.362,0.951,0.366,30.39729229,-97.30530039
335,Gauge,Evans,1,switch,left,10/31/2003,70,187,0.323,2.08,0.8,0.321,0.993,0.4,30.41050771,-97.65025213
336,Ariel,Schaefer,1,right,left,10/13/2003,79,177,0.276,2.64,6.8,0.328,0.951,0.444,30.34914086,-97.47932913
337,Jovany,Glover,2,right,left,5/25/1995,67,198,0.26,,7,0.331,0.951,0.367,30.28919326,-97.54597155
338,Cayden,Montoya,1,switch,left,10/15/1996,80,168,0.234,2.93,1.2,0.368,0.955,0.437,30.76500329,-97.62097274
339,Harrison,Hughes,1,left,right,7/20/1999,78,188,0.257,4.05,4.4,0.352,0.991,0.598,30.51711047,-97.52339657
340,Tomos,Ward,3,right,right,8/31/1995,80,183,0.301,,6.6,0.338,0.955,0.498,30.56811652,-97.2793448
341,Antoine,Berry,1,right,right,10/28/1999,80,198,0.325,3.94,5.9,0.303,0.967,0.395,30.47193924,-97.4471395
342,Eden,Wade,1,right,right,4/10/1996,72,197,0.281,4.91,2.2,0.387,0.961,0.484,30.74441987,-97.55133064
343,Valentin,Orozco,2,switch,left,12/7/1995,72,242,0.238,,4.8,0.349,0.974,0.402,30.37293458,-97.50450716
344,Marc,Robles,6,switch,right,10/7/2000,69,223,0.296,,7.8,0.38,0.994,0.522,30.28359219,-97.55643172
345,Frazer,Fitzpatrick,1,switch,left,11/11/1997,78,157,0.274,2.17,4.6,0.326,0.997,0.459,30.58438744,-97.46783257
346,Bridger,Hinton,1,right,right,2/3/1999,69,156,0.254,2.65,0.8,0.385,0.962,0.473,30.27311349,-97.32191801
347,Charlie,Estrada,1,left,left,8/12/1999,77,202,0.271,2.49,2,0.377,0.97,0.401,30.70831791,-97.39246682
348,Farhan,Cox,8,left,left,11/16/1999,71,227,0.22,,0.8,0.355,0.988,0.494,30.31009011,-97.38398844
349,Luis,Benitez,3,switch,right,2/16/2002,71,197,0.2,,8.3,0.309,0.979,0.368,30.37821894,-97.41708451
350,Charlie,Bryan,1,right,left,3/19/1998,76,176,0.221,2.98,6.6,0.346,0.956,0.405,30.64589194,-97.69086273
351,Hugo,Odonnell,2,right,left,7/22/2003,73,153,0.338,,9.6,0.358,0.975,0.418,30.36049561,-97.55239038
352,Nicholas,Mclaughlin,1,right,right,9/7/1995,72,154,0.34,2.32,9,0.388,0.973,0.556,30.34323616,-97.31946851
353,Oskar,Benitez,1,right,left,5/2/1999,70,174,0.227,2.73,6.8,0.347,0.961,0.597,30.70044169,-97.40825875
354,Luis,Castro,6,switch,left,4/28/2003,80,177,0.215,,9.6,0.317,0.978,0.391,30.46415261,-97.5021407
355,Angus,Leonard,5,left,left,1/26/1996,66,249,0.252,,5.5,0.354,0.974,0.418,30.44745311,-97.38894972
356,Jonathan,Hays,5,right,right,7/11/2002,79,165,0.341,,1,0.395,0.961,0.437,30.59314505,-97.65778464
357,Lukas,Greene,1,right,left,12/15/1997,77,206,0.326,3.91,3.5,0.4,0.971,0.492,30.5435113,-97.68192853
358,Demetrius,Frey,9,left,left,9/21/1996,67,203,0.306,,1,0.326,0.976,0.484,30.42607056,-97.4428018
359,Oscar,Hendricks,2,switch,right,9/17/2002,75,189,0.28,,5.3,0.381,0.981,0.387,30.41694709,-97.31286544
360,Joey,Rodriguez,7,left,right,8/30/2003,79,238,0.248,,1.1,0.337,0.988,0.513,30.41057877,-97.66632914
361,Gauge,Arnold,1,left,right,4/21/1995,74,209,0.287,4.23,8.4,0.32,0.952,0.568,30.30167847,-97.45249335
362,Leonel,Mason,1,switch,right,6/20/1995,76,210,0.337,2.62,1.8,0.325,0.984,0.577,30.31753828,-97.37923051
363,Joshua,Stout,2,left,left,4/20/2000,68,214,0.265,,7.4,0.328,0.959,0.453,30.30940417,-97.5465731
364,Teo,Black,1,right,right,11/4/2001,65,173,0.21,2.75,9.7,0.333,0.977,0.416,30.38352494,-97.30269324
365,Kelly,Greene,1,right,right,3/24/1999,77,228,0.263,3.74,9.1,0.352,0.964,0.54,30.40143439,-97.39501919
366,Ryan,Sharp,1,left,right,4/4/1995,79,220,0.256,2.4,8.1,0.306,0.986,0.598,30.5213086,-97.27914542
367,Blaine,Spencer,1,left,right,11/12/2003,78,174,0.269,3.72,6.6,0.382,0.999,0.544,30.71031361,-97.46453443
368,Aaron,Spencer,1,left,left,10/22/1996,78,188,0.346,4.46,8.3,0.39,0.951,0.464,30.63626959,-97.57193569
369,Jorden,Douglas,2,switch,right,6/5/1996,66,177,0.202,,4.4,0.337,0.987,0.507,30.51248262,-97.27871412
370,Albert,Owen,9,switch,right,10/10/1996,80,158,0.299,,5.7,0.389,0.957,0.516,30.55547012,-97.59647588
371,Gauge,Perry,1,right,left,5/25/1996,74,141,0.331,3.39,0.6,0.338,0.964,0.489,30.35828019,-97.67377784
372,Ariel,Vang,4,switch,right,6/4/1999,65,210,0.301,,7.7,0.388,0.974,0.383,30.47810249,-97.27304921
373,Claude,Ward,4,left,right,2/10/1998,70,236,0.267,,1.1,0.308,0.999,0.427,30.44006815,-97.56006211
374,Chris,Bush,2,switch,left,5/12/2000,65,168,0.307,,2.2,0.336,0.954,0.412,30.47426121,-97.48262897
375,Ricky,Odonnell,2,left,left,6/27/1997,78,232,0.333,,2.4,0.304,0.956,0.468,30.55244068,-97.30811783
376,Valentin,Fitzpatrick,1,left,left,12/1/1995,76,221,0.3,2.98,9.1,0.33,0.992,0.368,30.32047534,-97.36965558
377,Ellis,Turner,7,left,right,3/8/2000,78,205,0.227,,8.8,0.348,0.998,0.374,30.53971021,-97.47882939
378,Anthony,Zhang,1,switch,right,6/20/2003,72,205,0.259,3.92,6.9,0.391,0.999,0.457,30.47757563,-97.71461143
379,Alejandro,Foley,9,switch,right,10/13/2002,67,196,0.22,,7.8,0.371,0.979,0.552,30.45443121,-97.7203507
380,Felipe,Mclaughlin,4,left,right,8/2/1996,70,234,0.342,,8.2,0.34,0.972,0.356,30.54710522,-97.60083662
381,Kamden,James,1,left,left,11/4/1997,75,230,0.305,2.19,9.5,0.366,0.953,0.469,30.5045429,-97.39660932
382,Julian,Walter,2,switch,left,12/27/1999,78,190,0.244,,4.3,0.397,0.978,0.539,30.67868688,-97.74057241
383,Matthew,Sanders,4,switch,right,10/6/1997,71,159,0.282,,3.3,0.368,0.98,0.419,30.50904806,-97.42065436
384,Nicholas,Fletcher,6,switch,left,1/31/2001,78,227,0.293,,0.6,0.308,0.962,0.417,30.47727436,-97.55473012
385,Demetrius,Franklin,6,left,right,1/24/1997,70,227,0.284,,4.7,0.365,0.972,0.365,30.49203277,-97.45378011
386,Konner,Jackson,4,left,right,1/15/1995,72,198,0.299,,6.7,0.302,0.989,0.478,30.58580564,-97.62575006
387,Angus,Perkins,1,right,right,8/21/2000,73,171,0.244,2.19,4.9,0.353,0.954,0.562,30.47801075,-97.57938028
388,Jakob,Jackson,1,left,left,4/30/2000,80,250,0.309,4.18,6.2,0.32,0.995,0.369,30.56197735,-97.58235584
389,Adam,Vincent,1,left,right,4/14/1998,71,248,0.317,2.33,0.6,0.316,0.953,0.471,30.4994079,-97.58532838
390,Felipe,Mason,2,right,right,9/21/2003,70,165,0.312,,3.7,0.317,0.998,0.557,30.75775868,-97.70220778
391,Antoine,House,4,switch,left,3/14/1998,70,228,0.292,,0,0.314,0.998,0.567,30.54528554,-97.45907176
392,Gauge,Wang,3,switch,left,8/2/1996,72,189,0.316,,6.2,0.319,0.954,0.584,30.68105945,-97.48333417
393,Alex,Hendricks,2,switch,right,10/15/2003,73,184,0.331,,0.8,0.307,0.993,0.375,30.67451989,-97.30652714
394,Lewis,Castillo,3,right,right,10/1/2001,80,206,0.281,,4.5,0.376,0.976,0.513,30.58896019,-97.51800753
395,Irvin,Schneider,1,left,left,9/11/1998,68,145,0.245,3.06,3.6,0.346,0.954,0.501,30.63800756,-97.48798493
396,Ben,Wang,1,left,left,6/13/1999,79,225,0.256,4.36,4,0.361,0.969,0.408,30.30618647,-97.2703283
397,Salvatore,Yang,1,right,right,11/1/2000,76,244,0.3,2.19,0.5,0.4,0.978,0.418,30.69276198,-97.28944563
398,Eric,Carney,7,left,left,7/30/2000,66,146,0.225,,4.7,0.329,0.95,0.36,30.63074487,-97.424171
399,Damian,Ellison,1,switch,left,10/14/1995,69,189,0.254,2.72,3.1,0.38,0.981,0.468,30.7295441,-97.28724873
400,Max,Perry,2,left,left,10/1/2003,69,192,0.266,,3.4,0.398,0.994,0.513,30.50251693,-97.51734361
401,Jacob,Booth,1,switch,left,1/1/2001,69,208,0.237,4,1.5,0.342,0.966,0.48,30.41143715,-97.40334426
402,Alex,Becker,5,right,left,1/10/2004,70,158,0.282,,1.4,0.393,0.96,0.511,30.60325506,-97.26111838
403,Mario,Salas,8,left,right,12/22/1997,74,242,0.284,,5.4,0.351,0.965,0.358,30.32172001,-97.24612259
404,Kye,Buck,1,switch,right,10/2/2002,77,163,0.215,2.66,5.8,0.342,0.972,0.358,30.30327714,-97.70394871
405,Griffin,Rowe,2,left,right,4/22/1997,72,192,0.306,,9.1,0.336,0.998,0.455,30.595904,-97.32384938
406,Jax,Kidd,1,left,left,6/8/2001,75,192,0.244,4.2,3.9,0.383,0.976,0.59,30.38365201,-97.28588299
407,Kyran,Vincent,1,left,left,12/22/1999,78,228,0.223,4.34,3.6,0.352,0.969,0.425,30.4091918,-97.26482169
408,John,Frey,1,right,left,5/27/1999,80,152,0.253,3.35,7.4,0.34,0.984,0.372,30.48121353,-97.34936025
409,Oscar,Watts,7,left,right,2/18/2001,79,199,0.228,,2.4,0.394,0.983,0.369,30.50045899,-97.65780531
410,Melvin,Strickland,5,switch,right,1/31/2002,66,195,0.235,,9.4,0.322,0.972,0.383,30.67569283,-97.55778517
411,Alec,Walter,1,left,right,9/21/1998,66,147,0.329,4.91,4.1,0.347,0.957,0.45,30.47075246,-97.64202223
412,Leonel,Davis,1,switch,right,4/18/1998,76,166,0.286,3.52,2.4,0.308,0.961,0.547,30.29511419,-97.68591906
413,Fritz,Richardson,3,left,left,1/10/2003,66,150,0.314,,0.9,0.386,0.969,0.368,30.66532307,-97.27195215
414,Demetrius,Fitzgerald,8,switch,left,5/30/1999,66,194,0.293,,6.7,0.304,0.979,0.361,30.66819999,-97.32970366
415,Demetrius,Monroe,9,right,right,1/19/2004,79,151,0.231,,9,0.386,0.969,0.517,30.75650255,-97.47995097
416,Jerimiah,James,6,right,right,8/9/1999,76,144,0.214,,6.6,0.388,0.97,0.51,30.53399204,-97.27438979
417,Alfonso,Hutchinson,1,right,left,5/19/2000,72,245,0.232,4.93,5.6,0.379,0.989,0.491,30.43142747,-97.29160919
418,Charles,Rivers,8,left,right,6/1/2000,68,247,0.217,,4.5,0.363,0.954,0.6,30.31433517,-97.50458878
419,Hugo,Sharp,3,right,left,10/26/1996,71,215,0.239,,6.4,0.328,0.958,0.527,30.5780649,-97.3774515
420,Alonzo,Allison,2,switch,left,11/24/2000,65,249,0.314,,6.7,0.357,0.969,0.586,30.27764686,-97.38173449
421,Jules,Walton,1,switch,left,1/1/1995,77,243,0.269,3.25,1.2,0.362,0.981,0.48,30.7586688,-97.41973583
422,Jamal,Stevens,1,left,right,2/4/1995,69,149,0.318,2.6,1.5,0.345,0.974,0.469,30.39255455,-97.32242743
423,Sam,Hurley,1,switch,right,5/29/2000,79,250,0.29,4.94,9.9,0.392,0.951,0.596,30.48797693,-97.73971023
424,Griffin,Moyer,4,left,left,2/13/2004,72,141,0.255,,8.4,0.398,0.984,0.507,30.51401387,-97.38220122
425,Casey,Warren,1,switch,right,6/7/2000,70,239,0.273,2.79,4,0.374,0.963,0.511,30.42885784,-97.34838949
426,Melvin,Andrews,1,left,left,5/2/1999,66,173,0.253,4.45,3.2,0.371,0.959,0.543,30.3170641,-97.60042881
427,Ricky,Buck,2,left,left,10/17/1997,74,238,0.207,,5.3,0.334,0.995,0.357,30.59757501,-97.72337382
428,Zion,Christian,2,switch,right,8/22/2000,65,149,0.203,,2.5,0.335,0.965,0.487,30.55903254,-97.47613024
429,Ellis,Cobb,1,switch,right,8/18/2002,69,233,0.221,4.68,7.1,0.374,0.984,0.366,30.50856976,-97.43857279
430,Andres,Parsons,6,right,left,4/10/1997,73,178,0.316,,9,0.364,0.992,0.538,30.71201254,-97.52294958
431,Henry,Sellers,8,switch,left,9/12/2003,78,185,0.219,,6.1,0.301,0.961,0.565,30.6478024,-97.37273147
432,Gauge,Hammond,1,left,right,4/5/2001,66,207,0.208,3.6,8.6,0.392,0.979,0.53,30.34252784,-97.39646074
